characteristics_id,category,subcategory,subsubcategory,pearson_r,pearson_p,spearman_rho,spearman_p,n,significant,full_name,short_name
29,Total - Age groups of the population - 100% data,65 years and over,85 years and over,-0.2546,2e-06,-0.2548,2e-06,342,True,Total - Age groups of the population - 100% data → 65 years and over → 85 years and over,85 years and over
290,Total - Household after-tax income groups in 2020 for private households - 100% data,"$40,000 to $44,999",,-0.2695,0.0,-0.2629,1e-06,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $40,000 to $44,999","$40,000 to $44,999"
291,Total - Household after-tax income groups in 2020 for private households - 100% data,"$45,000 to $49,999",,-0.2457,4e-06,-0.249,3e-06,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $45,000 to $49,999","$45,000 to $49,999"
292,Total - Household after-tax income groups in 2020 for private households - 100% data,"$50,000 to $59,999",,-0.1996,0.000203,-0.2036,0.00015,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $50,000 to $59,999","$50,000 to $59,999"
293,Total - Household after-tax income groups in 2020 for private households - 100% data,"$60,000 to $69,999",,-0.1086,0.044759,-0.1013,0.061199,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $60,000 to $69,999","$60,000 to $69,999"
294,Total - Household after-tax income groups in 2020 for private households - 100% data,"$70,000 to $79,999",,0.0098,0.855994,0.0148,0.784959,342,False,"Total - Household after-tax income groups in 2020 for private households - 100% data → $70,000 to $79,999","$70,000 to $79,999"
295,Total - Household after-tax income groups in 2020 for private households - 100% data,"$80,000 to $89,999",,0.1644,0.002291,0.1536,0.004416,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $80,000 to $89,999","$80,000 to $89,999"
296,Total - Household after-tax income groups in 2020 for private households - 100% data,"$90,000 to $99,999",,0.2237,3e-05,0.2274,2.2e-05,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $90,000 to $99,999","$90,000 to $99,999"
297,Total - Household after-tax income groups in 2020 for private households - 100% data,"$100,000 and over",,0.2085,0.000103,0.2048,0.000137,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $100,000 and over","$100,000 and over"
298,Total - Household after-tax income groups in 2020 for private households - 100% data,"$100,000 and over","$100,000 to $124,999",0.2652,1e-06,0.2726,0.0,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $100,000 and over → $100,000 to $124,999","$100,000 to $124,999"
299,Total - Household after-tax income groups in 2020 for private households - 100% data,"$100,000 and over","$125,000 to $149,999",0.249,3e-06,0.249,3e-06,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $100,000 and over → $125,000 to $149,999","$125,000 to $149,999"
3,"Population percentage change, 2016 to 2021",,,,,,,342,False,"Population percentage change, 2016 to 2021","Population percentage change, 2016 to 2021"
300,Total - Household after-tax income groups in 2020 for private households - 100% data,"$100,000 and over","$150,000 and over",0.1494,0.005634,0.159,0.003202,342,True,"Total - Household after-tax income groups in 2020 for private households - 100% data → $100,000 and over → $150,000 and over","$150,000 and over"
301,Total - Income statistics for economic families in private households - 100% data,,,,,,,342,False,Total - Income statistics for economic families in private households - 100% data,Total - Income statistics for economic families in private households - 100% data
302,Total - Income statistics for economic families in private households - 100% data,Median total income of economic family in 2020 ($),,0.0373,0.492014,0.0354,0.513535,342,False,Total - Income statistics for economic families in private households - 100% data → Median total income of economic family in 2020 ($),Median total income of economic family in 2020 ($)
303,Total - Income statistics for economic families in private households - 100% data,Median after-tax income of economic family in 2020 ($),,0.0885,0.102133,0.089,0.10042,342,False,Total - Income statistics for economic families in private households - 100% data → Median after-tax income of economic family in 2020 ($),Median after-tax income of economic family in 2020 ($)
304,Total - Income statistics for economic families in private households - 100% data,Average family size of economic families,,0.4265,0.0,0.4701,0.0,342,True,Total - Income statistics for economic families in private households - 100% data → Average family size of economic families,Average family size of economic families
305,Total - Income statistics for couple-only economic families in private households - 100% data,,,,,,,342,False,Total - Income statistics for couple-only economic families in private households - 100% data,Total - Income statistics for couple-only economic families in private households - 100% data
306,Total - Income statistics for couple-only economic families in private households - 100% data,Median total income of couple-only economic families in 2020 ($),,-0.1109,0.040454,-0.1341,0.013058,342,True,Total - Income statistics for couple-only economic families in private households - 100% data → Median total income of couple-only economic families in 2020 ($),Median total income of couple-only economic families in 2020 ($)
